model,split_seed,partition,MUNICIP_ID
count,42,train,3143401
count,42,train,4107900
count,42,train,3300258
count,42,train,4216354
count,42,train,4111209
count,42,train,5106703
count,42,train,3170529
count,42,train,3509007
count,42,train,4301602
count,42,train,3114550
count,42,train,2912400
count,42,train,5105259
count,42,train,1400704
count,42,train,1600154
count,42,train,5002951
count,42,train,4219853
count,42,train,3510500
count,42,train,4311734
count,42,train,2911204
count,42,train,3203353
count,42,train,2110278
count,42,train,2211506
count,42,train,3146255
count,42,train,3157336
count,42,train,3508603
count,42,train,4307864
count,42,train,3125200
count,42,train,4217105
count,42,train,4322004
count,42,train,1718550
count,42,train,2907400
count,42,train,3202207
count,42,train,3114204
count,42,train,4315321
count,42,train,3103801
count,42,train,5103403
count,42,train,2101251
count,42,train,2911402
count,42,train,5004106
count,42,train,3556206
count,42,train,3142601
count,42,train,2411205
count,42,train,2412005
count,42,train,4218608
count,42,train,4215307
count,42,train,2600807
count,42,train,4213302
count,42,train,3554508
count,42,train,3128709
count,42,train,4319901
count,42,train,2310100
count,42,train,4202701
count,42,train,2301208
count,42,train,4216107
count,42,train,4207205
count,42,train,5220157
count,42,train,3537008
count,42,train,4306908
count,42,train,3555356
count,42,train,2414753
count,42,train,1101435
count,42,train,2807501
count,42,train,3138500
count,42,train,1508001
count,42,train,4107652
count,42,train,5219001
count,42,train,5203807
count,42,train,4117297
count,42,train,2916807
count,42,train,1100924
count,42,train,2702108
count,42,train,5106208
count,42,train,4304101
count,42,train,2501351
count,42,train,5200209
count,42,train,2206506
count,42,train,3512308
count,42,train,1300607
count,42,train,1718659
count,42,train,3552700
count,42,train,2515401
count,42,train,4201273
count,42,train,2210623
count,42,train,3140407
count,42,train,3105509
count,42,train,2508604
count,42,train,3557006
count,42,train,2200053
count,42,train,4207502
count,42,train,5106752
count,42,train,4319109
count,42,train,2410405
count,42,train,5107008
count,42,train,3148301
count,42,train,5106315
count,42,train,2306405
count,42,train,3532157
count,42,train,3151800
count,42,train,2304202
count,42,train,2910909
count,42,train,2806206
count,42,train,3119104
count,42,train,3552908
count,42,train,3117207
count,42,train,2921500
count,42,train,5221080
count,42,train,5106216
count,42,train,4323754
count,42,train,2514305
count,42,train,2401602
count,42,train,4204202
count,42,train,2803906
count,42,train,2503506
count,42,train,3108206
count,42,train,4207700
count,42,train,2306108
count,42,train,2919504
count,42,train,2503555
count,42,train,3160009
count,42,train,2205706
count,42,train,2705309
count,42,train,2501906
count,42,train,3160405
count,42,train,2304103
count,42,train,2108504
count,42,train,2605400
count,42,train,3513108
count,42,train,2703007
count,42,train,5219605
count,42,train,4215406
count,42,train,1712405
count,42,train,2903201
count,42,train,3203106
count,42,train,2413003
count,42,train,2503704
count,42,train,2506103
count,42,train,1707652
count,42,train,3152170
count,42,train,3153608
count,42,train,3106408
count,42,train,3156452
count,42,train,5214507
count,42,train,4312427
count,42,train,4212056
count,42,train,2605004
count,42,train,3556701
count,42,train,2926657
count,42,train,4204608
count,42,train,4314753
count,42,train,4307054
count,42,train,2409332
count,42,train,2506251
count,42,train,2927101
count,42,train,4304663
count,42,train,2921203
count,42,train,1600055
count,42,train,4201950
count,42,train,1300201
count,42,train,3537701
count,42,train,2302602
count,42,train,4306379
count,42,train,2705101
count,42,train,3525102
count,42,train,2411429
count,42,train,4128203
count,42,train,2616506
count,42,train,1506906
count,42,train,4200556
count,42,train,2202505
count,42,train,3128006
count,42,train,3129608
count,42,train,2303204
count,42,train,2608503
count,42,train,1100114
count,42,train,2513968
count,42,train,4116901
count,42,train,1712454
count,42,train,3507001
count,42,train,1505650
count,42,train,4322707
count,42,train,4322855
count,42,train,2914307
count,42,train,3149952
count,42,train,3200607
count,42,train,2101103
count,42,train,5103353
count,42,train,4318424
count,42,train,2402808
count,42,train,2929800
count,42,train,2920304
count,42,train,5218052
count,42,train,4123204
count,42,train,2312601
count,42,train,2922656
count,42,train,4316501
count,42,train,4127858
count,42,train,2800605
count,42,train,2608107
count,42,train,3521309
count,42,train,1300102
count,42,train,4306007
count,42,train,1508407
count,42,train,1100015
count,42,train,2100436
count,42,train,4110003
count,42,train,3305406
count,42,train,5007406
count,42,train,3148103
count,42,train,3511409
count,42,train,3532603
count,42,train,3160454
count,42,train,3509205
count,42,train,2926400
count,42,train,4117503
count,42,train,3160108
count,42,train,1718907
count,42,train,4125357
count,42,train,4210100
count,42,train,2104552
count,42,train,3128907
count,42,train,3117009
count,42,train,2911253
count,42,train,2932309
count,42,train,1101005
count,42,train,4125753
count,42,train,3535903
count,42,train,2200707
count,42,train,4104055
count,42,train,2922508
count,42,train,1304237
count,42,train,3122470
count,42,train,2208403
count,42,train,2205557
count,42,train,3109006
count,42,train,4201505
count,42,train,5203575
count,42,train,3124708
count,42,train,2512036
count,42,train,2405207
count,42,train,4125407
count,42,train,3545605
count,42,train,3202256
count,42,train,5102603
count,42,train,4310504
count,42,train,3554102
count,42,train,3205176
count,42,train,1718006
count,42,train,2413557
count,42,train,4301057
count,42,train,2919900
count,42,train,3118502
count,42,train,2705408
count,42,train,4306502
count,42,train,3204609
count,42,train,2929057
count,42,train,4309753
count,42,train,4122800
count,42,train,3100708
count,42,train,4216255
count,42,train,3203809
count,42,train,2100550
count,42,train,5203559
count,42,train,2610905
count,42,train,2111904
count,42,train,4311759
count,42,train,1702406
count,42,train,3107307
count,42,train,4315701
count,42,train,2309904
count,42,train,1504406
count,42,train,2900355
count,42,train,1715507
count,42,train,2209450
count,42,train,1721109
count,42,train,3505401
count,42,train,3520426
count,42,train,2110401
count,42,train,4303608
count,42,train,4309308
count,42,train,4113452
count,42,train,5105200
count,42,train,3163607
count,42,train,2104099
count,42,train,4217154
count,42,train,3503901
